Sample Name,Date and Time Acquired,Dilution Factor,Data File Name,Batch Name,Data Path,Instrument Name,Misc. Info or Comment,Sample Weight or Volume,Final Weight or Volume,Dilution Multiplier,Tune Step,Analyte,Element Full Name,Mass,ISTD Ref Mass,Concentration,Conc RSD,Min Conc,CPS Mean,CPS Rep1,CPS Rep2,CPS Rep3,Conc Rep1,Conc Rep2,Conc Rep3,CPS RSD,Units
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Mg,magnesium,24,45,24.60178,2.7,0.00000,870825.84,870976.76,891190.98,850309.79,24.95925,25.00557,23.84051,2.3,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Al,aluminium,27,45,25.77902,2.2,0.00000,226411.03,225940.95,230910.55,222381.59,26.09517,26.11256,25.12934,1.9,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Ca,calcium,43,45,25.47602,2.9,0.00000,44479.65,42380.41,45634.48,45424.07,24.63018,25.96813,25.82975,4.1,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Ca,calcium,44,45,25.70291,0.5,0.00000,447998.91,442372.38,448301.86,453322.50,25.74672,25.54717,25.81483,1.2,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Sc,scandium,45,,,,0.00000,27605.87,27212.51,27792.54,27812.57,,,,1.2,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Mn,manganese,55,45,26.37308,2.6,0.00000,12209291.00,12396472.69,12142631.30,12088769.02,27.15871,26.04737,25.91315,1.3,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Fe,iron,56,45,26.76107,1.7,0.00000,31457045.68,31605751.19,31224517.39,31540868.45,27.27284,26.38107,26.62930,0.6,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Ge,germanium,72,,,,0.00000,422241.65,416054.44,419217.78,431452.74,,,,1.9,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Y,yttrium,89,103,22.62856,0.8,0.00000,34518654.83,34847676.79,33973128.37,34735159.33,22.83489,22.49643,22.55436,1.4,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Rh,rhodium,103,,,,0.00000,1179015.37,1179510.62,1167209.95,1190325.55,,,,1.0,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,In,indium,115,,,,0.00000,160697.33,160150.23,157595.03,164346.72,,,,2.1,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,La,lanthanum,139,103,23.84497,2.1,0.00000,130856924.52,128060078.14,132246545.31,132264150.11,23.32392,24.34025,23.87075,1.9,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Ce,cerium,140,103,24.12222,1.9,0.00000,185320931.24,182478752.19,187363058.71,186120982.83,23.74017,24.63249,23.99401,1.4,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Pr,praseodymium,141,103,22.95876,1.6,0.00000,161707858.45,159921096.92,162997524.15,162204954.27,22.69366,23.37399,22.80862,1.0,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Nd,neodymium,146,103,22.67948,1.3,0.00000,32376296.36,32685677.61,32227268.79,32215942.69,22.88514,22.80197,22.35131,0.8,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Sm,samarium,147,115,24.38951,2.8,0.00000,27635219.85,27366489.60,27943930.98,27595238.98,24.22585,25.13810,23.80458,1.1,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Eu,europium,153,115,24.60469,3.1,0.00000,111582161.05,110711836.68,113146208.00,110888438.48,24.48570,25.42983,23.89853,1.2,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Gd,gadolinium,157,115,25.56017,2.6,0.00000,74538904.11,73723250.40,75265593.25,74627868.68,25.35818,26.30844,25.01389,1.0,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Tb,terbium,159,185,26.23607,2.6,0.00000,345142217.79,340813012.75,350745428.18,343868212.43,26.29501,26.87730,25.53591,1.5,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Dy,dysprosium,163,185,26.11271,2.0,0.00000,78032920.33,77052816.35,78876553.92,78169390.73,26.17240,26.60967,25.55606,1.2,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Ho,holmium,165,185,26.48885,2.9,0.00000,343081712.08,342974968.89,346706525.88,339563641.46,26.87463,26.98228,25.60964,1.0,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Er,erbium,166,185,26.40622,3.1,0.00000,123748426.34,124869883.45,124124104.99,122251290.57,27.04090,26.69661,25.48115,1.1,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Tm,thulium,169,185,26.56216,2.0,0.00000,414774425.16,413165280.08,416174082.55,414983912.86,26.85604,26.86765,25.96280,0.4,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Yb,ytterbium,172,185,26.69530,1.8,0.00000,100394617.52,99863889.79,100693443.21,100626519.55,26.95312,26.99220,26.14057,0.5,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Lu,lutetium,175,185,25.30605,1.5,0.00000,156874373.63,156811600.84,155694295.42,158117224.62,25.67717,25.32085,24.92013,0.8,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Re,rhenium,185,,,,0.00000,927795.25,913842.51,920099.53,949443.70,,,,2.0,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Th,thorium,232,185,27.46014,0.2,0.00000,587402689.75,579989456.02,582201372.25,600017240.97,27.52687,27.44394,27.40959,1.9,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,U,uranium,238,185,24.92839,1.3,0.00000,696623923.42,689148640.46,697918520.93,702804608.88,25.03341,25.17958,24.57219,1.0,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Ge,germanium,72,,,,0.00000,2732881.76,2767765.09,2657205.11,2773675.07,,,,2.4,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Ge,germanium,88,,,,0.00000,1646.83,1566.97,1796.56,1576.96,,,,7.9,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Rh,rhodium,103,,,,0.00000,3608832.95,3738584.80,3590528.41,3497385.63,,,,3.4,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Y,yttrium,105,103,1.27674,1.6,0.00000,30163674.26,31731308.20,29493491.28,29266223.31,1.29674,1.25499,1.27849,4.5,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,In,indium,115,,,,0.00000,3771243.32,3738348.87,3767373.40,3808007.68,,,,0.9,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Rh,rhodium,119,,,,0.00000,1111.17,1097.86,1227.61,1008.04,,,,9.9,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,In,indium,131,,,,0.00000,13.31,0.00,9.98,29.94,,,,114.6,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,La,lanthanum,155,103,1.95418,0.6,0.00000,48743829.43,50288876.04,48404612.02,47538000.22,1.94594,1.95026,1.96635,2.9,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Ce,cerium,156,103,2.55988,0.8,0.00000,62420328.45,64254098.46,61958417.26,61048469.63,2.54320,2.55346,2.58297,2.6,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Pr,praseodymium,157,103,2.64640,1.0,0.00000,73721143.78,77212751.49,72700421.03,71250258.82,2.67601,2.62352,2.63966,4.2,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Nd,neodymium,162,103,2.49169,2.1,0.00000,11967590.75,12689173.85,11783421.90,11430176.50,2.55139,2.46696,2.45673,5.4,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Sm,samarium,163,115,1.15472,4.2,0.00000,3932671.37,4057155.79,3939881.59,3800976.74,1.20144,1.15773,1.10499,3.3,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Eu,europium,169,115,3.63245,1.7,0.00000,2583251.82,2610483.01,2557197.08,2582075.37,3.70272,3.59919,3.59543,1.0,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Gd,gadolinium,173,115,1.55585,4.5,0.00000,6906792.69,7175967.31,6849027.28,6695383.47,1.63027,1.54401,1.49326,3.6,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Tb,terbium,175,185,2.81083,3.8,0.00000,62267896.64,64652460.49,61367829.67,60783399.77,2.93343,2.74310,2.75596,3.3,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Dy,dysprosium,179,185,2.43762,2.9,0.00000,12694008.66,13035998.96,12694207.54,12351819.49,2.51630,2.41398,2.38258,2.7,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Ho,holmium,181,185,2.54109,2.7,0.00000,46634548.77,47830605.02,46470913.12,45602128.17,2.61976,2.50753,2.49596,2.4,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Er,erbium,182,185,2.53507,3.2,0.00000,17321632.39,17849742.85,17331100.74,16784053.58,2.62594,2.51183,2.46745,3.1,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Tm,thulium,185,185,3.16106,3.1,0.00000,24069756.73,24758659.57,24148207.33,23302403.29,3.26848,3.14061,3.07409,3.0,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Re,rhenium,185,,,,0.00000,2316127.83,2304030.67,2338718.40,2305634.42,,,,0.8,
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Yb,ytterbium,188,185,5.66960,4.2,0.00000,592149.89,616434.00,590320.25,569695.43,5.93268,5.59708,5.47904,4.0,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Lu,lutetium,191,185,2.27094,3.7,0.00000,38434547.73,39862698.13,37895078.32,37545866.73,2.36740,2.21716,2.22825,3.2,ug/mL
CC 25 ppm,2025-12-10 17:35:52,1,010_QC2.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Re,rhenium,201,,,,0.00000,18130.50,18227.09,18636.88,17527.53,,,,3.1,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,1,Ca,calcium,40,45,-0.05779,,0.00000,7383.95,7766.71,7087.74,7297.40,-0.05660,-0.05849,-0.05829,4.7,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.00000,101637.17,104104.87,99167.09,101639.56,,,,2.4,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,1,Fe,iron,56,45,-0.00646,,0.00000,11525.31,12221.29,11002.51,11352.13,-0.00616,-0.00663,-0.00658,5.4,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Li,lithium,7,,,,0.00000,3007.69,2814.70,3323.78,2884.58,,,,9.2,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Na,sodium,23,45,577.29856,2.7,0.00000,52803515.58,52497950.45,53911817.75,52000778.53,588.51984,583.53078,559.84506,1.9,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Mg,magnesium,24,45,-0.00789,,0.00000,365.94,349.31,369.27,379.25,-0.00808,-0.00789,-0.00768,4.2,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Al,aluminium,27,45,-0.01210,,0.00000,39.92,49.90,49.90,19.96,-0.01093,-0.01112,-0.01425,43.3,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Ca,calcium,43,45,0.00906,71.6,0.00000,26.61,39.92,19.96,19.96,0.01656,0.00534,0.00529,43.3,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Ca,calcium,44,45,-0.00726,,0.00000,153.03,169.66,159.68,129.74,-0.00616,-0.00700,-0.00861,13.6,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Sc,scandium,45,,,,0.00000,29879.66,29133.05,30173.06,30332.86,,,,2.2,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Mn,manganese,55,45,0.00030,29.0,0.00000,392.56,419.17,349.31,409.19,0.00037,0.00020,0.00032,9.6,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Fe,iron,56,45,-0.00549,,0.00000,11758.33,11651.80,11591.84,12031.35,-0.00534,-0.00571,-0.00542,2.0,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Ge,germanium,72,,,,0.00000,2394767.92,2393303.69,2344190.82,2446809.26,,,,2.1,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Y,yttrium,89,103,0.01347,4.2,0.00000,23203.89,23623.63,21624.41,24363.64,0.01389,0.01284,0.01368,6.1,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Rh,rhodium,103,,,,0.00000,1330563.13,1313718.57,1301657.23,1376313.58,,,,3.0,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,In,indium,115,,,,0.00000,182660.88,183914.86,175730.72,188337.06,,,,3.5,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,La,lanthanum,139,103,12.38603,3.6,0.00000,76660240.66,77408854.28,76508986.50,76062881.20,12.65837,12.62715,11.87257,0.9,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Ce,cerium,140,103,56.08937,3.8,0.00000,485987124.93,492871709.27,483816709.04,481272956.48,57.57123,57.03720,53.65967,1.3,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Pr,praseodymium,141,103,23.93795,3.2,0.00000,190171185.86,191377025.88,189601801.28,189534730.42,24.38306,24.38072,23.05006,0.5,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Nd,neodymium,146,103,85.91998,3.2,0.00000,138342387.12,139381465.66,137760023.50,137885672.21,87.61976,87.40292,82.73725,0.7,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Sm,samarium,147,115,0.04412,5.2,0.00000,56781.77,57493.64,57383.16,55468.51,0.04431,0.04629,0.04175,2.0,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Eu,europium,153,115,0.00924,5.4,0.00000,47586.37,49866.72,46831.72,46060.67,0.00960,0.00944,0.00866,4.2,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Gd,gadolinium,157,115,0.16064,5.6,0.00000,531958.09,529136.10,544047.45,522690.73,0.15849,0.17054,0.15288,2.1,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Tb,terbium,159,185,0.01556,0.3,0.00000,232014.46,227434.65,237929.80,230678.92,0.01562,0.01553,0.01553,2.3,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Dy,dysprosium,163,185,0.01524,1.6,0.00000,51638.00,51220.83,53054.02,50639.16,0.01548,0.01524,0.01501,2.4,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Ho,holmium,165,185,0.00220,2.4,0.00000,32366.68,32086.51,33657.46,31356.07,0.00224,0.00223,0.00214,3.6,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Er,erbium,166,185,0.01828,3.2,0.00000,97125.96,97890.62,99761.40,93725.87,0.01886,0.01827,0.01771,3.2,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Tm,thulium,169,185,0.00128,5.0,0.00000,22615.03,23384.90,22575.10,21885.08,0.00135,0.00124,0.00124,3.3,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Yb,ytterbium,172,185,0.00353,1.0,0.00000,15105.61,14769.25,15358.69,15188.88,0.00354,0.00349,0.00356,2.0,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Lu,lutetium,175,185,0.00230,4.4,0.00000,16141.50,15978.35,17167.44,15278.71,0.00233,0.00238,0.00218,5.9,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Re,rhenium,185,,,,0.00000,1051526.17,1026870.23,1080258.96,1047449.31,,,,2.6,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,Th,thorium,232,185,0.62310,2.1,0.00000,15101682.44,14958909.44,15147961.97,15198175.91,0.63181,0.60818,0.62931,0.8,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,2,U,uranium,238,185,0.00984,1.4,0.00000,311704.59,307485.81,315004.35,312623.61,0.00994,0.00968,0.00991,1.2,ug/mL
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Ge,germanium,72,,,,0.00000,9209165.76,9137777.80,9389545.21,9100174.26,,,,1.7,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Ge,germanium,88,,,,0.00000,1037.98,1028.00,1047.96,1037.97,,,,1.0,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Rh,rhodium,103,,,,0.00000,3918277.82,3965144.19,3757478.42,4032210.84,,,,3.7,
sample 100:1,2025-12-10 17:39:24,1,011SMPL.d,Trai9ning 10Dec He-H2-O2.b,D:\Agilent\ICPMH\1\DATA,G3665A,,1.0,1.0,1,3,Y,yttrium,105,103,0.00043,5.8,0.00000,11728.50,12431.08,11402.16,11352.26,0.00046,0.00044,0.00041,5.2,ug/mL
